,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NEW_TENURE_YEAR,NEW_Engaged,NEW_noProt,NEW_Young_Not_Engaged,NEW_TotalServices,NEW_FLAG_ANY_STREAMING,NEW_FLAG_AutoPayment,NEW_AVG_Charges,NEW_Increase,NEW_AVG_Service_Fee
1542,9798-OPFEM,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.1,937.1,0,3-4 Year,1,1,0,1,0,0,19.938297872340424,0.9449430271251386,10.55
1543,0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,1,0-1 Year,0,1,1,1,0,0,55.025,0.7866333095067906,34.975
1544,3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,0,2-3 Year,0,1,1,2,0,0,47.57741935483871,0.9515483870967743,16.666666666666668
1545,5193-QLVZB,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,0,5-6 Year,1,1,0,5,1,1,102.1328125,0.9750149164677804,17.458333333333332
1546,7114-AEOZE,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,0,4-5 Year,1,1,0,1,0,1,18.49344262295082,0.931659577982409,9.925
1547,2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,1,5-6 Year,1,1,0,5,1,0,107.40234375,0.9990915697674418,17.916666666666668
1548,5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,0,2-3 Year,0,1,1,3,1,0,84.57884615384616,0.9846198620936688,21.475
1549,4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,1,0-1 Year,0,1,1,1,0,0,22.925,0.5,22.925
1550,9957-YODKZ,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,0,0-1 Year,0,1,0,2,0,0,65.3,0.8081683168316831,26.933333333333334
1551,6518-KZXCB,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,0,1-2 Year,1,1,0,1,0,0,24.630434782608695,0.9754627636676712,12.625
1552,2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,0,2-3 Year,1,1,0,5,1,1,77.2375,0.9588764742396028,13.424999999999999
1553,7776-QGYJC,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,0,3-4 Year,0,1,1,3,0,1,77.6825,0.9531595092024541,20.375
1554,9313-QOLTZ,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,0,2-3 Year,0,1,1,1,0,0,19.196296296296296,0.9184830763778132,10.45
1555,9651-GTSAQ,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,1,4-5 Year,1,1,0,6,1,1,106.84722222222223,1.0070426222641116,15.157142857142857
1556,3186-BAXNB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,1,0-1 Year,0,1,1,4,1,0,45.85,0.5,18.34
1557,4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,0,0-1 Year,0,1,1,4,0,0,64.02307692307691,0.9520160137260507,13.45
1558,0637-YLETY,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,1,1-2 Year,0,1,1,4,1,1,91.50882352941177,0.9572052670440563,19.119999999999997
1559,9818-XQCUV,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,0,0-1 Year,0,1,1,1,0,0,15.1,0.7420147420147419,10.175
1560,7338-ERIVA,Male,0,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,0,3-4 Year,1,1,0,3,1,1,44.765,0.9936736958934518,11.2625
1561,1157-BQCUW,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,1,0-1 Year,0,1,1,1,0,0,37.475,0.5,37.475
1562,8259-NFJTV,Female,0,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,0,0-1 Year,0,1,1,2,0,0,30.825,0.8896103896103896,11.549999999999999
1563,3223-DWFIO,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,0,0-1 Year,0,1,0,1,0,0,52.33,0.7545782263878875,34.675
1564,2660-EMUBI,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,1,0-1 Year,0,1,0,3,1,0,81.66818181818182,0.8565095104161702,23.8375
1565,6968-GMKPR,Female,0,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,0,4-5 Year,0,1,1,3,0,0,80.52678571428571,0.9874529210825961,20.3875
1566,4751-ERMAN,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,0,5-6 Year,1,1,0,5,1,1,75.07191780821918,0.9956487772973366,12.566666666666668
1567,1436-ZMJAN,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,0,0-1 Year,0,1,1,4,1,1,59.377272727272725,0.8757709841780639,13.559999999999999
1568,3292-PBZEJ,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,0,0-1 Year,0,0,0,6,1,0,98.58749999999999,0.8849865350089765,15.914285714285715
1569,0799-DDIHE,Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,0,1-2 Year,0,1,1,1,0,0,39.965625,0.8631884449244062,23.15
1570,3070-FNFZQ,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,0,1-2 Year,1,1,0,1,0,1,19.947916666666668,0.9778390522875818,10.2
1571,2812-SFXMJ,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,0,0-1 Year,0,1,1,1,0,0,10.025,0.5,10.025
1572,7675-OZCZG,Female,1,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.0,127.1,1,0-1 Year,0,1,0,1,0,0,31.775,0.7061111111111111,22.5
1573,5014-WUQMG,Male,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,0,3-4 Year,1,1,0,5,1,0,91.48854166666666,0.9520139611515782,16.016666666666666
1574,5312-TSZVC,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,0,1-2 Year,1,1,0,1,0,0,16.9125,0.8606870229007635,9.825
1575,2003-CKLOR,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,1,5-6 Year,0,1,1,5,1,0,100.15671641791045,1.006600165004125,16.583333333333332
1576,0993-OSGPT,Female,1,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,0,5-6 Year,1,0,0,4,0,1,57.62173913043478,0.9500698949783146,12.129999999999999
1577,9254-RBFON,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,1,1-2 Year,1,1,0,5,1,1,94.71944444444445,0.9606434527834123,16.433333333333334
1578,1205-WNWPJ,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,1,0-1 Year,0,1,1,3,1,0,51.99375,0.873844537815126,14.875
1579,9391-EOYLI,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,1,0-1 Year,0,1,0,2,1,0,73.0923076923077,0.9085432901467706,26.816666666666666
1580,7108-DGVUU,Female,1,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,0,1-2 Year,1,1,0,4,1,1,68.04772727272727,0.9490617471789019,14.34
1581,2782-JEEBU,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.0,780.15,0,1-2 Year,0,1,1,2,0,0,35.461363636363636,0.9850378787878787,12.0
1582,5127-BZENZ,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,0,4-5 Year,1,1,0,3,1,1,61.61666666666667,0.945040899795501,16.3
1583,2720-FVBQP,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,0,0-1 Year,0,1,1,1,0,1,39.035714285714285,0.7974609660002918,24.475
1584,9906-NHHVC,Female,1,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,0,5-6 Year,1,1,0,4,1,1,53.301515151515154,0.9962900028320589,10.7
1585,4522-XRWWI,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,0,3-4 Year,1,1,0,5,1,1,78.5093023255814,0.975876971107289,13.408333333333333
1586,3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,0,5-6 Year,1,1,0,6,1,1,108.8195652173913,0.9978868887426988,15.578571428571427
1587,5939-SXWHM,Male,0,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,0,3-4 Year,1,1,0,1,0,1,25.409183673469386,0.9661286567859082,13.15
1588,8152-UOBNY,Female,1,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,0,4-5 Year,1,1,0,5,1,0,104.86176470588235,0.9818517294558273,17.8
1589,7351-KYHQH,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,0,0-1 Year,0,1,0,4,1,0,61.70625,0.9500577367205542,12.99
1590,7643-RCHXS,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,0,5-6 Year,1,1,0,1,0,0,19.74765625,1.020550710594315,9.675
1591,8246-SHFGA,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,0,1-2 Year,0,1,1,1,0,1,21.419444444444444,1.0151395471300684,10.55
1592,8387-MOJJT,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384.0,1,3-4 Year,0,1,1,2,1,1,78.69767441860465,1.009591718006474,25.983333333333334
1593,0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,0,0-1 Year,0,1,1,1,0,0,16.84,0.893368700265252,9.425
1594,6485-QXWWE,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,0,5-6 Year,1,1,0,1,0,1,26.011111111111113,1.0004273504273504,13.0
1595,2761-OCIAX,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,1,0-1 Year,0,1,0,2,0,0,55.13333333333333,0.7380633645693886,24.900000000000002
1596,7321-VGNKU,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,0,0-1 Year,0,1,1,1,0,0,40.083333333333336,0.5697701966358684,35.175
1597,5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,0,3-4 Year,1,1,0,5,1,1,91.29489795918367,0.942155809692298,16.150000000000002
1598,7552-KEYGT,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,0,2-3 Year,1,1,0,1,0,1,18.59107142857143,0.9509499451954695,9.775
1599,5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,0,5-6 Year,1,0,0,6,1,1,80.5330985915493,1.0016554551187724,11.485714285714286
1600,3068-OMWZA,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,1,0-1 Year,0,1,0,3,1,0,44.4,0.5,22.2
1601,2927-QRRQV,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,0,3-4 Year,1,1,0,4,1,0,91.75531914893617,0.9694170010452843,18.93
1602,6032-KRXXO,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,1,2-3 Year,0,1,1,3,1,0,88.88225806451612,0.9848449647037798,22.5625
1603,7459-RRWQZ,Female,0,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,1,1-2 Year,0,1,1,3,1,1,62.159375,0.9614752513534415,16.1625
1604,6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,0,5-6 Year,1,1,0,4,1,1,93.01785714285714,0.9714658709436776,19.15
1605,7941-RCJOW,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,0,5-6 Year,1,1,0,1,0,1,18.46439393939394,0.9444702782298691,9.775
1606,6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,0,5-6 Year,1,1,0,6,1,1,102.02328767123288,0.9800507941520931,14.87142857142857
1607,4154-AQUGT,Male,1,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,1,1-2 Year,0,1,0,4,1,1,83.52499999999999,0.937956204379562,17.81
1608,2387-KDZQY,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,0,1-2 Year,1,1,0,1,0,0,15.527777777777779,0.7725262576008844,10.05
1609,3584-WKTTW,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,0,4-5 Year,1,1,0,6,1,0,110.00673076923077,0.9861652242871427,15.935714285714285
1610,3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,0,4-5 Year,1,1,0,4,0,1,60.027884615384615,0.9921964399237126,12.1
1611,1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,0,5-6 Year,1,0,0,7,1,1,88.6109589041096,0.9742821209907596,11.36875
1612,3092-IGHWF,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,1,5-6 Year,1,1,0,3,0,0,87.04117647058824,0.9958944676268677,21.85
1613,3374-PZLXD,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,0,2-3 Year,0,1,1,1,0,0,19.302857142857142,0.9798404641044235,9.85
1614,3813-DHBBB,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,0,5-6 Year,1,1,0,4,1,1,51.78970588235294,1.0164809790451999,10.190000000000001
1615,2812-REYAT,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,0,4-5 Year,1,1,0,1,0,1,18.462,0.9207980049875312,10.025
1616,6518-PPLMZ,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,0,4-5 Year,1,1,0,1,0,0,20.562037037037037,1.0598988163421155,9.7
1617,4939-KYYPY,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,0,2-3 Year,0,1,1,3,0,0,57.558928571428574,0.9681905562897993,14.8625
1618,8017-LXHFA,Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,1,1-2 Year,0,1,0,4,1,0,95.56666666666666,1.0086191732629728,18.95
1619,5930-GBIWP,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,0,5-6 Year,1,0,0,6,1,1,79.33214285714286,0.9734005258545135,11.642857142857142
1620,6022-KOUQO,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,0,0-1 Year,0,1,1,1,0,1,14.916666666666666,0.5134825014343086,14.525
1621,6352-TWCAU,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,1,2-3 Year,0,1,1,2,1,0,84.14166666666667,0.973298631193368,28.816666666666666
1622,2361-UPSND,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,0,3-4 Year,1,1,0,5,1,0,68.74574468085106,0.9737357603519982,11.766666666666666
1623,6035-RIIOM,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,0,4-5 Year,1,1,0,4,1,1,93.26272727272728,0.9594930789375233,19.44
1624,2929-QNSRW,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,1,4-5 Year,1,1,0,4,1,0,96.63771929824561,0.9835900183027544,19.65
1625,1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,1,0-1 Year,0,1,1,2,0,1,65.59,0.8658745874587459,25.25
1626,9504-DSHWM,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,0,1-2 Year,0,1,1,3,0,1,56.72380952380953,0.9581724581724582,14.8
1627,5035-BVCXS,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,0,0-1 Year,0,1,1,2,0,0,72.2,0.9512516469038208,25.3
1628,6267-DCFFZ,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,0,2-3 Year,0,1,0,3,1,0,84.74838709677418,0.9411258977987139,22.5125
1629,3533-UVMOM,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,0,5-6 Year,1,1,0,5,1,1,68.71666666666667,0.9685224336387127,11.825000000000001
1630,2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,0,3-4 Year,0,1,0,5,1,0,102.8,1.0019493177387915,17.099999999999998
1631,4248-QPAVC,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,1,1-2 Year,0,1,0,3,0,1,81.30277777777778,0.9525808761309641,21.3375
1632,1899-VXWXM,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,1,3-4 Year,1,1,0,5,1,1,103.73061224489797,0.9776683529208103,17.683333333333334
1633,1478-VPOAD,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,0,0-1 Year,0,1,1,1,0,0,21.9,0.5,21.9
1634,9995-HOTOH,Male,0,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,0,5-6 Year,1,1,0,5,1,0,57.93125,0.981885593220339,9.833333333333334
1635,2988-PLAHS,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,0,0-1 Year,1,1,0,4,1,0,55.1125,0.7878842030021443,13.99
1636,1371-OJCEK,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,0,3-4 Year,1,1,0,1,0,1,23.136734693877553,0.9501739093994888,12.175
1637,4999-IEZLT,Male,0,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,0,5-6 Year,1,1,0,1,0,1,29.599253731343286,1.0050680384157313,14.725
1638,8883-ANODQ,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,0,5-6 Year,1,1,0,3,0,1,83.28623188405797,0.9868036953087437,21.1
1639,4690-LLKUA,Male,1,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,1,1-2 Year,0,1,0,1,0,0,42.81111111111111,0.9503021334319892,22.525
1640,2351-RRBUE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,0,0-1 Year,1,1,0,1,0,0,16.75625,0.8114406779661019,10.325
1641,5980-BDHPY,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,0,5-6 Year,1,0,0,7,1,1,85.34383561643835,0.9798373779154806,10.8875
1642,1498-DQNRX,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,0,2-3 Year,0,1,1,1,0,0,19.101666666666667,0.9623005877413937,9.925
1643,9469-WEJBT,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,0,3-4 Year,0,1,1,4,1,0,89.98157894736842,0.9959222905076749,18.07
1644,3331-HQDTW,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.8,3587.25,1,2-3 Year,0,1,1,6,1,0,102.49285714285715,0.9334504293520688,15.685714285714285
1645,9490-DFPMD,Female,1,No,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.65,3541.35,1,3-4 Year,0,1,0,2,1,0,82.35697674418604,0.9729117158202721,28.21666666666667
1646,2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,0,4-5 Year,1,1,0,4,0,0,63.355000000000004,0.9672519083969466,13.1
1647,5442-XSDCW,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,1,0-1 Year,0,1,1,2,1,1,72.375,0.910377358490566,26.5
1648,7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,0,4-5 Year,0,1,0,2,0,0,79.65737704918034,0.9840318350732593,26.983333333333334
1649,2851-MMUTZ,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,0,2-3 Year,0,1,1,3,0,0,51.40535714285714,0.9155005724462537,14.0375
1650,3049-NDXFL,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.8,85.8,1,0-1 Year,0,1,1,2,1,0,42.9,0.5,28.599999999999998
1651,8580-AECUZ,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.1,79.1,1,0-1 Year,0,1,0,2,1,0,39.55,0.5,26.366666666666664
1652,3307-TLCUD,Male,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,0,1-2 Year,0,1,1,2,0,0,32.93055555555556,0.9572835917312662,11.466666666666667
